call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0006005,45.0,357.0,36.0,25.1,355.0,63.72,2.0,48.53,50.48,64.91,285.0,24.0,26.28,1.0
CALL0009556,1000.0,728.0,390.0,422.3,73.0,9.0,1.0,27.58,4.32,14.92,193.0,0.0,79.84,0.0
CALL0003357,,8.0,266.0,325.9,4.0,10.11,0.0,6.42,4.3,41.15,46.0,0.0,82.2,0.0
CALL0007110,561.0,7.0,111.0,118.8,10.0,18.1,0.0,9.9,21.76,7.64,26.0,0.0,85.52,0.0
CALL0007356,16.0,343.0,40.0,31.6,89.0,81.12,84.0,75.46,80.75,46.67,301.0,27.0,19.28,
CALL0001209,761.0,2.0,259.0,262.6,9.0,5.45,,4.67,14.68,30.79,86.0,1.0,63.41,0.0
CALL0001099,592.0,8.0,282.0,257.0,7.0,8.07,2.0,,38.84,27.38,,0.0,46.3,0.0
CALL0006944,462.0,3.0,163.0,226.9,8.0,2.56,3.0,8.27,5.06,22.74,107.0,0.0,83.25,0.0
CALL0002610,20.0,953.0,7.0,2.7,126.0,74.7,82.0,80.33,67.44,89.84,255.0,19.0,10.37,1.0
CALL0008176,,4.0,319.0,330.1,5.0,2.35,2.0,37.79,36.82,5.14,38.0,0.0,70.11,0.0
CALL0003120,4.0,523.0,288.0,263.4,104.0,70.4,82.0,65.5,27.99,62.02,297.0,19.0,17.13,1.0
CALL0003303,356.0,23.0,187.0,151.5,10.0,3.2,0.0,33.02,26.6,10.4,72.0,0.0,56.7,0.0
CALL0000174,2279.0,5.0,237.0,356.5,6.0,14.88,,27.43,25.34,18.32,120.0,1.0,91.63,0.0
CALL0008927,633.0,11.0,195.0,226.3,,11.38,1.0,7.06,3.62,15.55,214.0,1.0,61.43,0.0
CALL0005973,1277.0,4.0,358.0,430.1,,8.42,2.0,45.29,10.03,17.09,25.0,1.0,78.07,0.0
CALL0000185,265.0,15.0,,292.1,10.0,6.48,3.0,18.02,9.2,31.74,25.0,0.0,78.2,0.0
CALL0003944,530.0,6.0,505.0,562.3,4.0,1.64,2.0,58.82,5.3,,111.0,2.0,88.7,0.0
CALL0001822,896.0,19.0,172.0,,8.0,11.3,2.0,7.92,8.47,9.85,115.0,1.0,85.76,0.0
CALL0005619,979.0,3.0,309.0,355.8,6.0,8.83,2.0,17.62,15.22,118.80000000000001,197.0,0.0,98.15,0.0
CALL0001500,3650.0,10.0,345.0,178.5,6.0,7.7,1.0,10.67,7.74,22.74,46.0,0.0,95.8,0.0
CALL0000236,12.0,745.0,30.0,,224.0,68.38,2.0,69.42,27.67,75.07,339.0,2.0,22.46,1.0
CALL0004532,84.0,5690.0,50.0,50.8,2295.0,94.43,83.0,48.47,58.84,68.35,319.0,19.0,9.77,1.0
CALL0006080,674.0,14.0,291.0,259.2,5.0,15.05,1.0,30.55,24.45,,43.0,0.0,94.74,
CALL0003436,650.0,10.0,546.0,355.2,4.0,3.16,1.0,25.45,10.53,43.65,101.0,0.0,69.99,0.0
CALL0009686,3086.0,12.0,105.0,140.0,8.0,0.59,1.0,17.2,35.03,34.1,43.0,0.0,72.26,
CALL0001105,1483.0,836.0,4.0,5.8,280.0,52.11,83.0,73.48,74.18,74.45,254.0,22.0,24.07,1.0
CALL0004877,1622.0,14.0,163.0,,10.0,17.29,3.0,24.23,12.76,7.43,81.0,0.0,94.58,0.0
CALL0005215,712.0,7.0,299.0,212.8,10.0,7.39,4.0,19.09,20.27,5.94,194.0,0.0,88.09,0.0
CALL0003549,2038.0,5.0,248.0,274.9,5.0,3.81,2.0,14.15,,6.27,139.0,1.0,81.24,0.0
CALL0006653,600.0,4.0,186.0,249.0,6.0,6.24,1.0,33.38,3.78,7.8,1000.0,0.0,,0.0
CALL0007465,991.0,9.0,482.0,427.1,9.0,4.91,1.0,,26.9,7.88,85.0,0.0,92.0,0.0
CALL0006679,8.0,1479.0,11.0,4.6,111.0,51.48,6.0,67.97,47.19,70.99,762.0,26.0,26.07,1.0
CALL0009997,2946.0,13.0,531.0,383.9,10.0,,3.0,39.16,11.62,17.66,20.0,1.0,75.91,0.0
CALL0002750,39.0,12.0,,5.4,4.0,70.31,69.0,47.05,64.12,78.46,32.0,22.0,30.6,1.0
CALL0000918,316.0,18.0,,,10.0,9.85,1.0,10.17,31.07,6.51,90.0,1.0,95.12,0.0
CALL0005025,636.0,7.0,339.0,467.0,3.0,6.42,1.0,31.06,25.15,,33.0,0.0,81.14,0.0
CALL0008573,655.0,1057.0,22.0,22.0,65.0,81.74,4.0,55.46,33.35,97.61,327.0,26.0,18.64,1.0
CALL0003841,172.0,6.0,349.0,299.7,7.0,8.1,1.0,6.93,22.52,21.88,171.0,0.0,60.53,0.0
CALL0008592,569.0,4.0,362.0,281.1,10.0,12.41,,62.64,39.33,37.32,,0.0,89.69,0.0
CALL0000604,555.0,30.0,189.0,271.2,10.0,21.79,2.0,5.93,24.35,19.65,61.0,8.0,91.31,0.0
CALL0003346,323.0,5.0,356.0,358.0,10.0,10.77,1.0,9.08,5.2,33.58,75.0,0.0,87.83,0.0
CALL0008428,490.0,7.0,321.0,329.8,13.0,5.77,0.0,32.51,16.89,25.13,137.0,1.0,66.55,0.0
CALL0004452,1215.0,,69.0,94.7,6.0,1.33,0.0,34.3,46.72,2.42,19.0,0.0,86.82,0.0
CALL0001465,,7.0,154.0,156.2,9.0,2.08,0.0,41.96,9.19,11.55,93.0,0.0,65.73,0.0
CALL0004902,715.0,1282.0,500.0,20.9,141.0,56.54,79.0,53.06,46.53,70.38,249.0,2.0,26.67,1.0
CALL0009430,1179.0,3.0,291.0,275.6,4.0,6.52,0.0,37.22,15.99,10.87,19.0,0.0,86.51,0.0
CALL0007119,478.0,3.0,127.0,,6.0,6.57,0.0,14.17,20.24,,34.0,0.0,73.12,0.0
CALL0004891,474.0,730.0,341.0,231.8,66.0,14.2,1.0,15.17,21.6,5.93,406.0,0.0,88.04,0.0
CALL0004055,14.0,799.0,59.0,71.4,164.0,22.07,,24.05,34.11,50.41,330.0,23.0,32.88,1.0
CALL0004308,240.0,,330.0,389.5,10.0,5.5,3.0,28.7,8.84,,125.0,0.0,58.88,0.0
CALL0007991,562.0,628.0,62.0,83.6,34.0,86.37,68.0,64.14,43.23,94.76,288.0,18.0,34.27,1.0
CALL0001214,3310.0,4.0,161.0,193.5,,3.95,2.0,11.96,15.92,32.66,47.0,0.0,72.78,0.0
CALL0002829,1139.0,8.0,337.0,400.7,5.0,10.38,2.0,,19.02,25.86,164.0,0.0,80.5,0.0
CALL0000117,674.0,975.0,,114.2,151.0,49.75,2.0,32.02,46.51,1707.75,346.0,28.0,,1.0
CALL0000595,1622.0,4.0,104.0,126.9,9.0,4.43,,22.8,18.93,,143.0,1.0,61.58,0.0
CALL0007815,1079.0,11.0,183.0,199.5,4.0,8.38,2.0,7.64,49.76,6.79,94.0,0.0,73.92,0.0
CALL0005297,1984.0,3.0,514.0,432.4,6.0,4.3,0.0,41.11,39.54,,165.0,0.0,79.92,0.0
CALL0001831,1641.0,36.0,417.0,462.6,45.0,15.45,1.0,39.55,21.69,14.0,189.0,0.0,57.85,0.0
CALL0006714,676.0,1.0,182.0,153.7,4.0,4.47,1.0,27.37,40.34,19.29,51.0,0.0,51.23,0.0
CALL0003979,906.0,4.0,,345.0,9.0,5.53,4.0,48.45,12.46,16.47,96.0,0.0,88.83,0.0
CALL0000043,3.0,1381.0,28.0,37.8,213.0,51.45,91.0,66.49,32.12,77.42,312.0,14.0,50.56,1.0
CALL0001071,1147.0,572.0,36.0,52.1,158.0,76.66,74.0,50.5,67.03,78.1,389.0,25.0,2.84,1.0
CALL0006817,14.0,1070.0,372.0,590.7,123.0,74.37,3.0,57.53,59.53,92.3,359.0,1.0,24.44,1.0
CALL0007879,12.0,1187.0,30.0,13.2,208.0,65.2,,23.42,56.21,41.06,335.0,20.0,34.32,1.0
CALL0008876,136.0,,414.0,325.7,7.0,7.62,0.0,14.42,38.54,13.17,80.0,0.0,65.01,0.0
CALL0000175,2824.0,7.0,122.0,173.1,9.0,8.25,3.0,42.42,23.11,4.12,46.0,0.0,59.96,0.0
CALL0004209,777.0,22.0,256.0,93.6,10.0,6.31,4.0,21.49,20.46,16.7,144.0,0.0,86.35,0.0
CALL0000983,569.0,5.0,,384.4,4.0,1.11,1.0,28.05,21.71,26.37,48.0,0.0,95.03,0.0
CALL0008735,527.0,5.0,145.0,104.7,,12.83,1.0,21.68,28.37,27.13,112.0,0.0,92.82,0.0
CALL0000544,298.0,491.0,2.0,3.5,522.0,93.08,74.0,83.6,,,361.0,28.0,27.51,1.0
CALL0001158,919.0,9.0,575.0,638.9,7.0,9.02,1.0,4.87,38.86,23.57,1200.0,0.0,89.73,0.0
CALL0008937,728.0,12.0,270.0,264.5,8.0,4.3,0.0,21.83,27.4,32.99,41.0,0.0,85.79,0.0
CALL0009802,75.0,305.0,27.0,32.0,160.0,45.35,97.0,68.05,54.89,937.25,354.0,22.0,4.3,1.0
CALL0003279,781.0,6.0,296.0,192.8,13.0,3.86,2.0,9.13,15.02,12.98,,0.0,96.96,0.0
CALL0007380,,831.0,143.0,119.2,137.0,82.07,3.0,34.17,70.91,82.69,329.0,27.0,24.77,1.0
CALL0009584,34.0,971.0,10.0,23.5,345.0,67.48,79.0,,70.93,68.2,728.0,23.0,38.12,1.0
CALL0001328,778.0,560.0,28.0,32.2,187.0,29.47,1.0,70.57,,87.98,519.0,29.0,27.29,1.0
CALL0003522,366.0,634.0,527.0,623.5,69.0,3.9,0.0,6.85,11.52,1.88,422.0,1.0,96.48,0.0
CALL0006512,316.0,7.0,239.0,272.8,,5.04,2.0,45.85,9.67,9.22,87.0,1.0,77.51,0.0
CALL0003061,894.0,5.0,299.0,330.0,11.0,15.65,3.0,24.92,12.59,52.17,78.0,1.0,87.38,0.0
CALL0006229,1689.0,8.0,277.0,281.4,45.0,16.9,3.0,38.85,5.07,4.43,84.0,0.0,93.32,0.0
CALL0008695,1151.0,11.0,419.0,272.0,10.0,16.08,1.0,,45.9,12.27,173.0,0.0,70.29,0.0
CALL0008535,163.0,3.0,392.0,374.2,7.0,18.89,2.0,36.44,13.85,30.5,87.0,1.0,74.15,0.0
CALL0004777,2816.0,7.0,207.0,147.1,4.0,8.22,1.0,35.35,18.7,48.23,57.0,0.0,77.21,0.0
CALL0002017,7.0,1437.0,51.0,2.7,290.0,85.21,4.0,47.42,56.39,82.4,319.0,23.0,8.48,1.0
CALL0002389,1266.0,10.0,417.0,519.0,4.0,,2.0,44.26,,9.98,50.0,0.0,97.98,0.0
CALL0005310,444.0,3.0,144.0,150.0,7.0,5.52,3.0,24.25,,14.68,81.0,0.0,62.64,0.0
CALL0003204,59.0,351.0,31.0,,339.0,87.66,80.0,96.19,29.05,86.95,332.0,20.0,37.19,1.0
CALL0001812,9.0,185.0,21.0,18.2,208.0,29.8,1.0,62.13,87.36,45.87,,19.0,21.22,
CALL0003431,1793.0,4.0,302.0,428.2,7.0,6.53,,16.47,19.05,26.09,68.0,1.0,79.98,0.0
CALL0007781,1814.0,,183.0,189.2,16.0,13.41,4.0,75.78,33.22,4.79,24.0,3.0,81.86,0.0
CALL0003916,15.0,1217.0,45.0,44.6,212.0,62.06,99.0,64.8,26.48,83.75,234.0,28.0,11.34,1.0
CALL0007232,1112.0,30.0,280.0,279.2,8.0,3.41,1.0,51.34,15.39,7.51,104.0,0.0,,0.0
CALL0006048,31.0,9.0,15.0,8.9,9.0,43.78,2.0,54.19,38.33,64.47,26.0,27.0,29.51,1.0
CALL0003467,445.0,18.0,679.0,1022.7,7.0,7.15,1.0,,10.19,,80.0,0.0,75.55,
CALL0007938,577.0,,187.0,122.8,9.0,15.46,0.0,22.98,13.22,13.4,90.0,2.0,,0.0
CALL0004606,267.0,688.0,,2.9,91.0,66.51,84.0,54.1,60.15,85.59,237.0,1.0,5.09,1.0
CALL0005980,449.0,11.0,109.0,123.9,6.0,14.08,2.0,9.44,20.58,20.86,240.0,1.0,54.99,0.0
CALL0000365,753.0,14.0,373.0,326.9,13.0,3.53,0.0,31.15,37.12,30.14,57.0,0.0,64.99,0.0
CALL0001789,307.0,33.0,401.0,443.1,12.0,3.23,,13.47,16.86,36.04,85.0,0.0,88.3,0.0
CALL0007637,475.0,9.0,,259.8,9.0,18.67,0.0,,5.56,8.75,66.0,0.0,,0.0
CALL0001721,5.0,1332.0,10.0,8.5,23.0,56.32,66.0,,46.79,85.61,119.0,22.0,52.64,1.0
CALL0000077,1029.0,15.0,30.0,27.8,6.0,70.69,2.0,75.8,54.89,45.98,35.0,18.0,21.43,1.0
CALL0000189,897.0,4.0,216.0,,8.0,15.19,0.0,42.55,21.64,17.89,57.0,0.0,70.14,
CALL0003406,17.0,573.0,7.0,3.8,284.0,71.26,,76.17,82.88,31.91,610.0,35.0,66.03,1.0
CALL0008761,877.0,7.0,351.0,272.8,6.0,10.27,1.0,,38.17,19.72,49.0,0.0,,0.0
CALL0002023,5.0,491.0,4.0,1.0,3075.0,54.38,90.0,63.25,34.87,91.49,178.0,26.0,,1.0
CALL0003058,1199.0,6.0,407.0,458.1,12.0,7.46,0.0,47.17,1.81,16.11,209.0,0.0,77.46,0.0
CALL0008566,995.0,688.0,69.0,42.5,102.0,53.75,93.0,,48.04,76.08,246.0,13.0,,1.0
CALL0005070,879.0,15.0,436.0,315.2,11.0,2.89,1.0,59.53,5.63,12.3,254.0,1.0,72.5,0.0
CALL0004257,,849.0,41.0,30.5,385.0,87.19,0.0,58.86,82.38,2432.75,597.0,32.0,15.77,1.0
CALL0004171,623.0,18.0,88.0,94.4,3.0,14.03,0.0,32.69,8.38,13.7,54.0,1.0,81.61,0.0
CALL0001853,1893.0,4.0,70.0,66.7,12.0,,0.0,29.83,23.69,14.64,87.0,0.0,85.69,0.0
CALL0005835,1319.0,5.0,21.0,,5.0,62.1,1.0,75.41,75.17,,35.0,18.0,35.62,1.0
CALL0004907,29.0,991.0,34.0,17.8,179.0,53.95,80.0,58.04,79.74,2371.75,260.0,26.0,31.76,1.0
CALL0007891,488.0,8.0,93.0,103.3,8.0,8.41,3.0,8.39,12.22,19.15,97.0,0.0,55.28,0.0
CALL0008152,465.0,3.0,202.0,238.9,12.0,5.89,1.0,21.34,7.59,8.75,93.0,1.0,68.35,0.0
CALL0003442,783.0,114.0,335.0,240.1,139.0,36.89,75.0,72.82,83.05,69.23,410.0,21.0,9.98,1.0
CALL0008073,278.0,151.0,75.0,97.7,70.0,76.07,85.0,52.69,52.71,50.91,422.0,30.0,32.24,1.0
CALL0002594,288.0,3.0,234.0,130.7,13.0,8.21,3.0,39.94,,12.73,77.0,1.0,81.97,0.0
CALL0003315,153.0,2.0,113.0,158.6,6.0,9.5,1.0,28.44,0.6,3.19,154.0,1.0,68.64,0.0
CALL0000324,26.0,725.0,40.0,44.2,119.0,60.39,83.0,72.07,55.08,82.58,431.0,18.0,18.5,1.0
CALL0009621,66.0,144.0,299.0,148.0,94.0,54.15,2.0,71.63,66.81,80.97,76.0,1.0,23.62,1.0
CALL0002491,7.0,349.0,7.0,1.0,119.0,34.18,74.0,50.49,40.38,85.61,529.0,19.0,26.4,1.0
CALL0001604,237.0,218.0,37.0,8.2,72.0,67.73,72.0,48.08,56.32,78.02,316.0,23.0,19.79,1.0
CALL0002498,6.0,1149.0,20.0,17.7,135.0,73.2,90.0,40.05,90.73,77.82,445.0,1.0,53.39,1.0
CALL0005271,62.0,,34.0,56.5,8.0,57.07,78.0,54.13,31.57,94.73,5.0,20.0,41.79,1.0
CALL0000796,1025.0,13.0,232.0,311.4,8.0,14.79,,12.31,3.92,3.47,85.0,0.0,43.67,
CALL0005609,423.0,1.0,268.0,235.8,30.0,0.83,2.0,24.08,11.7,27.01,33.0,0.0,,0.0
CALL0006089,19.0,132.0,34.0,26.0,,70.69,2.0,93.2,20.72,84.14,308.0,27.0,24.95,1.0
CALL0002434,11.0,837.0,16.0,18.5,170.0,54.12,84.0,77.98,43.25,84.9,556.0,28.0,33.82,1.0
CALL0007732,600.0,14.0,337.0,218.7,4.0,5.16,1.0,63.12,21.65,8.44,31.0,0.0,78.52,0.0
Call-0006211,411.0,2.0,266.0,199.8,10.0,26.57,3.0,48.41,29.99,16.15,62.0,,89.57,
CALL0005713,28.0,965.0,11.0,1.0,89.0,81.17,3.0,51.2,89.94,85.85,332.0,22.0,63.59,
CALL0009186,7.0,693.0,9.0,12.6,237.0,55.13,2.0,81.01,30.99,52.4,361.0,0.0,65.82,1.0
CALL0004351,1159.0,13.0,194.0,266.3,5.0,26.77,0.0,6.47,37.22,10.25,99.0,0.0,95.6,0.0
CALL0009560,1117.0,18.0,290.0,339.1,10.0,16.53,2.0,16.24,20.38,24.26,125.0,0.0,75.39,0.0
CALL0007079,277.0,728.0,37.0,36.9,177.0,42.64,2.0,,58.18,59.46,575.0,2.0,14.78,1.0
CALL0000553,683.0,12.0,704.0,876.0,15.0,6.56,3.0,11.32,17.99,6.04,139.0,2.0,80.66,0.0
CALL0003701,246.0,12.0,275.0,223.3,10.0,16.52,1.0,16.91,22.5,24.04,108.0,0.0,83.86,0.0
CALL0006186,1314.0,8.0,464.0,382.4,7.0,4.03,3.0,37.83,3.35,4.3,69.0,0.0,90.18,0.0
CALL0004480,3604.0,17.0,65.0,,10.0,16.42,0.0,35.63,33.51,30.22,132.0,0.0,88.41,0.0
CALL0002939,63.0,573.0,292.0,362.9,209.0,75.64,4.0,82.81,71.79,94.77,372.0,25.0,22.98,1.0
CALL0008511,23.0,714.0,178.0,143.3,117.0,42.17,95.0,53.12,58.73,73.5,317.0,16.0,30.07,1.0
CALL0009785,604.0,135.0,313.0,347.6,9.0,15.69,2.0,46.67,12.66,4.97,58.0,0.0,88.0,0.0
CALL0002523,48.0,1046.0,8.0,10.3,54.0,,86.0,53.97,32.42,80.2,655.0,14.0,23.15,1.0
CALL0003696,97.0,919.0,323.0,230.9,164.0,45.51,68.0,80.81,28.77,89.26,459.0,28.0,21.55,1.0
CALL0003909,789.0,5.0,197.0,210.3,2.0,26.44,2.0,,13.54,24.36,53.0,0.0,86.13,0.0
CALL0003887,17.0,152.0,31.0,55.5,38.0,90.45,85.0,84.56,61.01,55.5,569.0,25.0,1.72,1.0
CALL0006945,906.0,14.0,284.0,203.2,11.0,16.55,2.0,49.0,15.62,7.41,169.0,2.0,73.76,0.0
CALL0008823,232.0,7.0,465.0,465.2,4.0,2.85,3.0,62.65,,16.71,110.0,0.0,74.07,0.0
CALL0003812,79.0,1234.0,25.0,27.5,164.0,65.13,71.0,79.45,83.12,75.68,299.0,0.0,30.08,1.0
CALL0009004,725.0,9.0,4380.0,301.6,3.0,,2.0,14.19,4.4,6.96,42.0,0.0,56.34,0.0
CALL0005196,421.0,28.0,316.0,169.3,5.0,3.04,2.0,47.79,13.08,,156.0,0.0,77.19,0.0
CALL0008471,1554.0,4.0,245.0,,5.0,13.78,4.0,11.44,43.24,18.44,32.0,0.0,54.24,0.0
CALL0005706,1475.0,44.0,395.0,345.1,10.0,14.81,2.0,47.17,20.91,29.73,79.0,,71.11,0.0
CALL0007771,1880.0,11.0,223.0,268.6,3.0,6.5,1.0,29.21,53.63,15.15,61.0,9.0,72.6,0.0
CALL0002768,681.0,9.0,184.0,178.2,6.0,4.91,3.0,8.28,30.98,5.29,4580.0,1.0,73.25,0.0
CALL0002418,,15.0,246.0,244.6,7.0,19.14,2.0,37.77,4.53,11.35,,0.0,82.22,0.0
CALL0005175,1396.0,6.0,261.0,220.1,4.0,13.63,,26.0,11.09,16.02,141.0,0.0,67.08,0.0
CALL0000460,,348.0,70.0,60.1,157.0,55.45,87.0,,35.22,61.63,364.0,25.0,44.05,1.0
CALL0001806,655.0,4.0,,161.9,,10.55,,23.12,36.79,12.16,52.0,0.0,56.63,0.0
CALL0005630,956.0,22.0,367.0,227.7,,3.11,3.0,70.09,3.4,17.75,41.0,0.0,67.36,0.0
CALL0002767,12.0,1265.0,64.0,,162.0,58.64,0.0,75.01,59.57,67.35,532.0,2.0,56.34,1.0
CALL0007210,2897.0,7.0,271.0,260.0,9.0,4.97,0.0,61.37,39.69,17.15,71.0,0.0,87.57,
CALL0003021,37.0,336.0,23.0,,413.0,72.28,75.0,60.85,41.22,68.74,234.0,19.0,28.99,1.0
CALL0000515,3650.0,15.0,139.0,172.3,7.0,17.99,2.0,10.75,42.8,11.88,133.0,,61.29,0.0
CALL0006253,1441.0,6.0,59.0,51.9,8.0,6.34,2.0,37.82,24.83,2.63,82.0,0.0,64.74,0.0
CALL0007353,1987.0,18.0,559.0,718.1,8.0,3.7,3.0,25.8,10.01,30.17,,0.0,81.43,0.0
CALL0002186,2106.0,4.0,249.0,184.9,4.0,12.63,1.0,61.38,22.44,5.23,192.0,0.0,88.61,0.0
CALL0004088,,8.0,194.0,153.8,7.0,8.02,1.0,8.81,10.43,12.77,106.0,1.0,91.6,1.0
CALL0004032,446.0,3.0,,880.7,8.0,17.67,2.0,9.99,21.02,6.43,118.0,1.0,62.3,0.0
CALL0002532,944.0,24.0,235.0,,4.0,8.81,1.0,52.25,8.11,14.3,45.0,0.0,73.76,0.0
CALL0000585,1056.0,690.0,241.0,,72.0,9.16,1.0,10.22,19.35,12.83,223.0,1.0,93.73,0.0
CALL0000366,5.0,4.0,14.0,26.1,3.0,50.18,73.0,74.09,71.92,62.06,31.0,22.0,42.58,1.0
CALL0002441,755.0,8.0,429.0,508.0,7.0,2.09,2.0,56.16,7.16,10.88,121.0,0.0,81.09,0.0
CALL0007752,19.0,1468.0,30.0,59.1,248.0,32.89,90.0,55.83,50.62,39.12,339.0,24.0,27.68,1.0
CALL0008422,1159.0,5.0,307.0,298.6,9.0,4.03,1.0,12.79,6.31,12.89,92.0,1.0,75.35,1.0
CALL0005714,26.0,1416.0,44.0,37.6,39.0,57.64,74.0,74.97,67.29,37.42,323.0,25.0,15.41,1.0
CALL0007398,575.0,20.0,172.0,155.2,6.0,14.26,2.0,21.73,17.87,2.67,73.0,0.0,88.33,
CALL0003002,2.0,1133.0,63.0,44.1,189.0,52.54,67.0,67.93,60.24,94.89,268.0,19.0,24.95,1.0
CALL0007872,3378.0,11.0,38.0,15.8,10.0,2.13,1.0,31.62,41.96,18.69,455.0,0.0,59.39,1.0
CALL0008192,522.0,29.0,205.0,220.5,10.0,23.7,3.0,23.48,11.79,12.38,113.0,0.0,54.29,0.0
CALL0009741,979.0,39.0,530.0,652.2,10.0,2.39,1.0,50.66,,28.59,24.0,0.0,70.05,0.0
CALL0006135,11.0,1051.0,20.0,15.6,213.0,64.92,3.0,63.31,14.88,94.09,686.0,25.0,13.03,1.0
CALL0002139,49.0,162.0,,14.0,37.0,74.81,1.0,49.65,46.13,83.75,345.0,23.0,32.76,1.0
CALL0005410,44.0,1216.0,28.0,23.3,244.0,49.63,76.0,73.14,91.25,,210.0,1.0,51.25,1.0
CALL0003205,1221.0,4.0,54.0,62.7,5.0,92.6,84.0,62.42,45.67,83.13,53.0,18.0,,1.0
CALL0007706,887.0,11.0,247.0,277.1,6.0,7.85,1.0,38.85,9.77,20.13,184.0,2.0,64.98,0.0
CALL0002671,965.0,632.0,7.0,3.9,98.0,83.84,94.0,63.89,22.36,,329.0,0.0,33.11,1.0
CALL0007343,855.0,8.0,293.0,337.0,10.0,13.78,1.0,1.22,22.82,8.94,87.0,0.0,50.73,0.0
CALL0009989,101.0,719.0,38.0,54.8,155.0,47.33,89.0,57.06,50.42,58.05,371.0,20.0,15.21,1.0
CALL0004455,1072.0,25.0,226.0,199.2,9.0,17.62,1.0,24.91,11.42,28.65,65.0,0.0,90.62,0.0
CALL0004489,972.0,,393.0,368.4,9.0,12.43,0.0,50.25,21.35,2.87,257.0,0.0,75.2,0.0
CALL0004596,2252.0,6.0,,293.5,15.0,9.94,3.0,14.38,24.96,15.67,85.0,0.0,85.85,0.0
CALL0007967,2394.0,24.0,118.0,110.6,,5.59,1.0,14.99,20.64,21.02,3775.0,0.0,61.41,0.0
CALL0001980,517.0,706.0,342.0,396.6,79.0,6.02,2.0,12.48,28.62,232.39999999999998,317.0,0.0,90.93,0.0
CALL0000170,1233.0,4.0,278.0,216.2,8.0,,3.0,47.1,12.78,1.96,42.0,0.0,79.96,0.0
CALL0009113,40.0,1455.0,23.0,19.9,187.0,65.34,84.0,70.25,63.78,73.47,118.0,19.0,19.83,1.0
CALL0009101,75.0,1188.0,16.0,13.1,,66.04,84.0,63.99,38.14,46.89,650.0,19.0,27.46,1.0
CALL0009518,1101.0,7.0,292.0,318.3,9.0,10.7,1.0,49.54,33.64,29.52,111.0,3.0,86.46,0.0
CALL0005142,66.0,122.0,,13.5,68.0,62.17,65.0,61.26,50.0,99.07,417.0,14.0,20.74,1.0
CALL0008124,961.0,10.0,334.0,338.4,8.0,8.51,1.0,35.56,2.59,22.13,79.0,0.0,86.24,0.0
CALL0009136,467.0,1132.0,31.0,32.9,149.0,37.76,71.0,42.16,51.2,64.12,472.0,,26.32,1.0
CALL0001855,720.0,137.0,76.0,83.9,87.0,59.22,84.0,74.07,65.74,42.05,173.0,1.0,31.54,1.0
CALL0004053,18.0,1040.0,46.0,51.5,171.0,76.73,78.0,21.52,28.07,72.37,354.0,22.0,11.98,1.0
CALL0003245,19.0,678.0,4.0,16.3,3400.0,73.05,88.0,66.71,60.41,96.45,199.0,,33.78,1.0
CALL0006320,824.0,3.0,190.0,119.2,8.0,2.85,0.0,32.24,32.17,32.96,61.0,1.0,89.74,
CALL0002362,2157.0,26.0,142.0,152.0,14.0,5.98,1.0,7.24,4.32,33.04,73.0,1.0,75.44,0.0
CALL0009950,549.0,33.0,102.0,186.2,7.0,6.77,2.0,23.08,25.3,4.37,114.0,0.0,67.3,0.0
CALL0009939,1154.0,2.0,222.0,240.2,9.0,15.02,0.0,,42.62,7.3,108.0,0.0,91.87,
CALL0009374,600.0,2.0,165.0,144.2,4.0,32.72,1.0,27.91,16.77,9.02,92.0,0.0,87.27,0.0
CALL0007918,78.0,660.0,8.0,5.1,85.0,63.74,78.0,47.4,66.7,55.27,362.0,26.0,42.98,1.0
CALL0001195,136.0,802.0,89.0,69.3,218.0,59.08,84.0,,75.26,58.54,559.0,23.0,27.66,1.0
CALL0007136,343.0,3.0,,139.8,8.0,4.17,2.0,47.86,21.68,8.51,175.0,0.0,72.39,0.0
CALL0003884,,10.0,424.0,540.7,10.0,11.62,3.0,,,5.21,170.0,0.0,85.9,0.0
CALL0006190,280.0,222.0,128.0,140.0,87.0,8.84,1.0,32.39,16.48,12.95,159.0,0.0,87.4,0.0
CALL0003062,527.0,429.0,336.0,313.1,67.0,6.19,4.0,31.68,44.11,26.49,171.0,0.0,74.44,
CALL0004415,16.0,1305.0,24.0,,253.0,43.55,87.0,60.83,61.74,69.51,361.0,26.0,11.54,1.0
CALL0009764,10.0,216.0,22.0,8.3,147.0,69.83,101.0,59.84,31.62,57.92,263.0,15.0,,1.0
CALL0003041,945.0,19.0,187.0,70.8,5.0,14.73,2.0,50.55,5.75,27.28,56.0,0.0,86.13,0.0
CALL0001794,250.0,1277.0,53.0,46.3,169.0,76.7,,68.55,35.15,82.89,158.0,22.0,22.53,1.0
CALL0003982,92.0,364.0,10.0,12.7,201.0,35.02,70.0,39.82,79.47,85.43,644.0,,,1.0
CALL0007300,493.0,228.0,31.0,17.5,197.0,62.33,88.0,59.89,,38.11,132.0,24.0,20.82,1.0
CALL0004743,934.0,17.0,359.0,484.9,14.0,7.61,1.0,21.65,14.12,,72.0,0.0,88.47,1.0
